asin,product_title,category,product_price,product_original_price,currency,discount,product_star_rating,product_num_ratings,product_num_offers,is_prime,is_best_seller,is_amazon_choice,climate_pledge_friendly,product_url,product_photo,delivery,scraped_at,price_inr,original_price_inr,rating,num_ratings
B0FN7QTRPY,"Samsung Galaxy M07 Mobile (Black, 4GB RAM, 64GB Storage) | MediaTek Helio G99 | AnTuTu 624K | IP54| 50MP Camera | 7.6mm Slim | 5000mAh Battery | 25W Fast Charging | 6 Gen OS Upgrades | Without Charger",smartphone,9999,10999,INR,9.10%,4.2,1550,1,False,False,False,False,https://www.amazon.in/dp/B0FN7QTRPY,https://m.media-amazon.com/images/I/610lbucItmL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,9999.0,10999.0,4.2,1550
B0GFW1BJ1D,"realme C71 4G Smartphone 6GB+128GB,6.745 inch Screen, 90Hz Eye Comfort Display, 6300mAh Battery, 37MP Cameras, Unisoc T7250 Chip, IP54, Sea Blue",smartphone,13999,,INR,,3.8,303,1,False,False,False,False,https://www.amazon.in/dp/B0GFW1BJ1D,https://m.media-amazon.com/images/I/61l38sgkFML._AC_UY654_QL65_.jpg,"FREE delivery Mon, 8 Jun",05-06-2026,13999.0,,3.8,303
B0FT7T3GZF,"SAMSUNG Galaxy F07 (Green, 64 GB) (4 GB RAM)",smartphone,10168,10999,INR,7.60%,3.7,137,1,False,False,False,False,https://www.amazon.in/dp/B0FT7T3GZF,https://m.media-amazon.com/images/I/317CVL0zICL._AC_UY462_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pmOnly 1 left in stock.",05-06-2026,10168.0,10999.0,3.7,137
B0H1B6WTN3,"realme NARZO 80 Lite 4G (Beach Gold 2026, 4GB+64GB) | 6300mAh Segment&#x27;s Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist",smartphone,11999,16999,INR,29.40%,4.2,2964,1,False,False,False,False,https://www.amazon.in/dp/B0H1B6WTN3,https://m.media-amazon.com/images/I/71RiAp+yw5L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,11999.0,16999.0,4.2,2964
B0G49YZTTW,"realme NARZO 90 5G (Carbon Black,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front &amp; Rear AI Cameras | 4000nits Brightest Display | AI Assist | IP69 Dust &amp; Water Resistance",smartphone,19999,,INR,,4.1,978,1,False,False,True,False,https://www.amazon.in/dp/B0G49YZTTW,https://m.media-amazon.com/images/I/81c-THT67CL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,19999.0,,4.1,978
B0GVYXPZBS,"OnePlus Nord CE6 Lite | 8GB+128GB | Hyper Black | Segment&#x27;s Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Segment&#x27;s Highest 144Hz Refresh Rate | 50MP Main Camera, 4K Video Recording",smartphone,25998,33999,INR,23.50%,4.2,318,1,False,False,False,False,https://www.amazon.in/dp/B0GVYXPZBS,https://m.media-amazon.com/images/I/61T18EfkX0L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,25998.0,33999.0,4.2,318
B0DX6P3RX9,"Samsung Galaxy M06 5G Mobile (Sage Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6300 | AnTuTu 623K+ | 12 5G Bands | 25W Fast Charging | 4 Gen OS Upgrades | 50MP Camera | Without Charger",smartphone,13999,,INR,,4.0,2865,1,False,False,False,False,https://www.amazon.in/dp/B0DX6P3RX9,https://m.media-amazon.com/images/I/71vibvcdAlL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,13999.0,,4.0,2865
B0GS97F668,"Pro 10 -Mini 4G Smartphone 4.5&quot; Display | 3GB RAM 32GB Storage (Up to 128GB) | Dual SIM | 2350mAh Battery | Type-C Charging | Android Phone for Travel, Kids &amp; Backup Use | Color as per Stock",smartphone,4999,10990,INR,54.50%,3.0,6,1,False,False,False,False,https://www.amazon.in/dp/B0GS97F668,https://m.media-amazon.com/images/I/41gE4g0QrHL._AC_UY637_QL65_.jpg,"FREE delivery Mon, 8 JunOr fastest delivery Tomorrow, 6 Jun",05-06-2026,4999.0,10990.0,3.0,6
B0F8ZVRLZB,"Samsung Galaxy F06 5G, Lit Voilet (6GB, 128GB)",smartphone,14094,15499,INR,9.10%,4.2,129,12,False,False,False,False,https://www.amazon.in/dp/B0F8ZVRLZB,https://m.media-amazon.com/images/I/51G4GBygGCL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,14094.0,15499.0,4.2,129
B0DYP4NYYJ,"Samsung Galaxy F06 5G, Bahama Blue (4GB, 128GB)",smartphone,12990,13999,INR,7.20%,4.1,823,13,False,False,False,False,https://www.amazon.in/dp/B0DYP4NYYJ,https://m.media-amazon.com/images/I/419elQRZNFL._AC_UY436_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,12990.0,13999.0,4.1,823
B0GTQ5X45R,"acerpure Acerone Liquid 4G Smartphone (Blue, 4GB RAM, 64GB Storage) with 6.5&quot; IPS Display, 20MP Rear Camera, 5000mAh Battery, Android 14, Octa-Core MT6765 Processor",smartphone,7999,18900,INR,57.70%,3.4,26,2,False,False,False,False,https://www.amazon.in/dp/B0GTQ5X45R,https://m.media-amazon.com/images/I/411RhleBYqL._AC_UY568_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,7999.0,18900.0,3.4,26
B0GS5Y7QBF,"REDMI A7 Pro 5G (Mist Blue, 4GB RAM, 64GB Storage) | Segment&#x27;s Fastest Processor | Segment&#x27;s Largest Battery | Segment&#x27;s Largest &amp; Smoothest 6.9in 120Hz Display",smartphone,12999,15999,INR,18.80%,3.6,569,1,False,False,False,False,https://www.amazon.in/dp/B0GS5Y7QBF,https://m.media-amazon.com/images/I/71eQsL8sqcL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,12999.0,15999.0,3.6,569
B0GTRHJYYF,"realme narzo 100 Lite 5G (Frost Silver,4GB+128GB) | 7000mAh Titan Battery | 4 Years, Zero Lag | 144 Hz Ultra Smooth Display | 6 nm Octa-core 5G Chipset | Color Pop Design | VC Cooling",smartphone,15998,27999,INR,42.90%,3.9,99,1,False,False,False,False,https://www.amazon.in/dp/B0GTRHJYYF,https://m.media-amazon.com/images/I/81vHnwGKVSL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,15998.0,27999.0,3.9,99
B0GN16HF5W,"Samsung Galaxy M17e 5G Mobile (Blitz Blue, 6GB RAM, 128GB Storage) | Smoothest 120 Hz Refresh Rate| Monster 6000 mAh Battery | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Without Charger",smartphone,15999,20999,INR,23.80%,3.5,37,1,False,False,False,False,https://www.amazon.in/dp/B0GN16HF5W,https://m.media-amazon.com/images/I/71Bh3UaqszL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,15999.0,20999.0,3.5,37
B0GPDJ1PRN,"OPPO K14x 5G Smartphone, 6GB RAM, 128GB Storage, ICY Blue, Dual Camera, 48-Month Fluency Protection",smartphone,17630,23999,INR,26.50%,3.8,34,1,False,False,False,False,https://www.amazon.in/dp/B0GPDJ1PRN,https://m.media-amazon.com/images/I/41t4RIHRQtL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,17630.0,23999.0,3.8,34
B0GVG27VS7,"REDMI A7 Pro 4G (Black, 4GB RAM, 64GB Storage) | Segment&#x27;s Slimmest Smartphone | Segment&#x27;s Largest 6300mAh Battery | Segment&#x27;s Largest 17.53cm and Smoothest 120Hz Display | Charger in the Box",smartphone,12499,15999,INR,21.90%,3.5,23,2,False,False,False,False,https://www.amazon.in/dp/B0GVG27VS7,https://m.media-amazon.com/images/I/81ddi09Y88L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,12499.0,15999.0,3.5,23
B0GRBHNCTZ,OnePlus Nord 6 | 12GB+256GB | Fresh Mint | Snapdragon 8s Gen 4 | Segment&#x27;s First Stable 165FPS Gaming | Segment&#x27;s Largest 9000mAh Battery | Most Complete IP Rating | Personalized AI,smartphone,47998,56999,INR,15.80%,4.3,1180,1,False,False,False,False,https://www.amazon.in/dp/B0GRBHNCTZ,https://m.media-amazon.com/images/I/61F1NWYtCKL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,47998.0,56999.0,4.3,1180
B0GP7BD27Q,"iQOO Z11x 5G (Titan Black, 6GB RAM, 128 GB Storage) | Dimensity 7400-Turbo Processor | 7200 mAh Battery | 4K Video Recording Front &amp; Back | IP68 &amp; IP69+ | Powered by OriginOS 6",smartphone,22999,28999,INR,20.70%,4.2,827,1,False,False,False,False,https://www.amazon.in/dp/B0GP7BD27Q,https://m.media-amazon.com/images/I/618IOq-RikL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,22999.0,28999.0,4.2,827
B0F43WXC8K,"Samsung Galaxy M56 5G Mobile (Black, 8GB RAM, 128GB Storage)| Segment Slimmest | Gorilla Glass Victus+ | 10 Bit HDR Video | 50MP Camera | AI | Vapour Cooling Chamber | Lag-free Gaming| Without Charger",smartphone,23498,33999,INR,30.90%,4.3,1943,1,False,False,False,False,https://www.amazon.in/dp/B0F43WXC8K,https://m.media-amazon.com/images/I/71cezbo2HNL._AC_UY654_QL65_.jpg,,05-06-2026,23498.0,33999.0,4.3,1943
B0F1D9LCK3,"realme NARZO 80 Pro 5G (Speed Silver,8GB+256GB) | Segment&#x27;s 1st MediaTek Dimensity 7400 Chipset | 6000mAh Titan Battery + 80W Ultra Charge | 4500nits HyperGlow Esports Display | IP69 Waterproof",smartphone,23999,25999,INR,7.70%,4.3,2832,1,False,False,False,False,https://www.amazon.in/dp/B0F1D9LCK3,https://m.media-amazon.com/images/I/71J+dpjrzhL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,23999.0,25999.0,4.3,2832
B0FN7RN9TH,"Samsung Galaxy M17 5G Mobile (Sapphire Black, 4GB RAM, 128GB Storage) | 50MP OIS Triple Camera | Gorilla Glass Victus | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Lag-Free Gaming | Without Charger",smartphone,14999,16499,INR,9.10%,4.0,2910,1,False,False,False,False,https://www.amazon.in/dp/B0FN7RN9TH,https://m.media-amazon.com/images/I/7101h6htEgL._AC_UY654_QL65_.jpg,,05-06-2026,14999.0,16499.0,4.0,2910
B0G29VSZF6,REDMI 15C 5G Dusk Purple 8GB + 128GB | Royale Design | Massive 6000mAh Battery | Segment&#x27;s Largest 17.53cm Display Up to 120Hz | MediaTek Dimensity 6300 | 33W Fast Charging | 50MP AI Dual Camera,smartphone,20999,33999,INR,38.20%,3.9,727,1,False,False,False,False,https://www.amazon.in/dp/B0G29VSZF6,https://m.media-amazon.com/images/I/719GNPKA8OL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,20999.0,33999.0,3.9,727
B0GN1P5CSY,"Samsung Galaxy M17e 5G Mobile (Vibe Violet, 4GB RAM, 128GB Storage) | Smoothest 120 Hz Refresh Rate| Monster 6000 mAh Battery | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Without Charger",smartphone,13999,16999,INR,17.60%,3.9,249,1,False,False,False,False,https://www.amazon.in/dp/B0GN1P5CSY,https://m.media-amazon.com/images/I/717m3kkQM1L._AC_UY654_QL65_.jpg,FREE delivery 7 - 18 Jun,05-06-2026,13999.0,16999.0,3.9,249
B0GSVFNTBW,SHIVANSH 14 Pro Mini 4G Smartphone | 3GB RAM 32GB Storage (Expandable 128GB) | 4.05 Inch Compact Display | Dual SIM | Android 12 | Type-C Charging | Pocket Size Mobile (Color as per Stock),smartphone,4890,10990,INR,55.50%,2.6,7,1,False,False,False,False,https://www.amazon.in/dp/B0GSVFNTBW,https://m.media-amazon.com/images/I/21vAV50M+cL._AC_UY218_.jpg,"FREE delivery Mon, 8 JunOr fastest delivery Tomorrow, 6 Jun",05-06-2026,4890.0,10990.0,2.6,7
B0GL1WGHJX,"Lava Bold N2 (Indus Black, 4 GB RAM, 64 GB Storage) | 13MP AI Dual Rear Camera | Largest 6.75&quot; HD+ Display | 5000 mAh Battery &amp; 10W Charging | IP64 Water &amp; Dust Proof | Charger &amp; Phone-Case in Box",smartphone,8899,10499,INR,15.20%,3.6,149,1,False,False,False,False,https://www.amazon.in/dp/B0GL1WGHJX,https://m.media-amazon.com/images/I/517h1ScmuQL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,8899.0,10499.0,3.6,149
B0FJFSHJ6Z,Redmi 15 5G Midnight Black 8GB + 256GB | Segment&#x27;s Largest 7000mAhA Battery | Segment&#x27;s Largest Display 17.53cm(6.9) Up to 144Hz | Snapdragon 6s Gen 3 | 18W Reverse Charging | 50MP AI Dual Camera,smartphone,24499,36999,INR,33.80%,4.1,2138,1,False,False,False,False,https://www.amazon.in/dp/B0FJFSHJ6Z,https://m.media-amazon.com/images/I/81dblfYZOYL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,24499.0,36999.0,4.1,2138
B0GP88QJL8,"Google Pixel 10a 5G (Obsidian, 8GB RAM, 256GB Storage)",smartphone,48250,49999,INR,3.50%,4.3,69,1,False,False,False,False,https://www.amazon.in/dp/B0GP88QJL8,https://m.media-amazon.com/images/I/51CI-cwySeL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,48250.0,49999.0,4.3,69
B0FZSXYV6K,OnePlus 15R | 12GB+512GB | Charcoal Black | World&#x27;s First Snapdragon® 8 Gen 5 | 7400mAh Battery | Personalised AI | Game-Changing 165Hz Display | IP68 IP69 IP66 &amp; IP69K | 4K 120fps Video,smartphone,59999,,INR,,4.5,1585,1,False,False,False,False,https://www.amazon.in/dp/B0FZSXYV6K,https://m.media-amazon.com/images/I/61AsNTuJ6mL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,59999.0,,4.5,1585
B0GS5SM6JR,"REDMI A7 Pro 5G (Black, 4GB RAM, 64GB Storage) | Segment&#x27;s Fastest Processor | Segment&#x27;s Largest Battery | Segment&#x27;s Largest &amp; Smoothest 6.9in 120Hz Display",smartphone,12999,15999,INR,18.80%,3.6,569,1,False,False,False,False,https://www.amazon.in/dp/B0GS5SM6JR,https://m.media-amazon.com/images/I/71AjkPyeFiL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,12999.0,15999.0,3.6,569
B0FW3RP8YJ,"Samsung Galaxy A17 5G (Blue, 6GB RAM, 128GB Storage) | 50 MP No Shake Camera | Gemini Live | Circle to Search | Super AMOLED | Corning Gorilla Glass Victus | 7.5mm Sleek | AI",smartphone,20499,22999,INR,10.90%,4.1,151,1,False,False,False,False,https://www.amazon.in/dp/B0FW3RP8YJ,https://m.media-amazon.com/images/I/71QRVW0H+iL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,20499.0,22999.0,4.1,151
B0GS5V95DB,"REDMI A7 Pro 5G (Sunset Orange, 4GB RAM,128GB Storage) | Segment&#x27;s Fastest Processor | Segment&#x27;s Largest Battery | Segment&#x27;s Largest &amp; Smoothest 6.9in 120Hz Display",smartphone,13999,16999,INR,17.60%,3.6,569,1,False,False,False,False,https://www.amazon.in/dp/B0GS5V95DB,https://m.media-amazon.com/images/I/71vHxfQK6SL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,13999.0,16999.0,3.6,569
B0DYKC512N,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB) (6 GB RAM)",smartphone,14147,15499,INR,8.70%,4.0,213,1,False,False,False,False,https://www.amazon.in/dp/B0DYKC512N,https://m.media-amazon.com/images/I/51tudnVGxWL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pmOnly 1 left in stock.",05-06-2026,14147.0,15499.0,4.0,213
B0G8Y3GWQR,"Oppo Reno15c 5G (Twilight Blue, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",smartphone,37999,42999,INR,11.60%,4.0,106,1,False,False,False,False,https://www.amazon.in/dp/B0G8Y3GWQR,https://m.media-amazon.com/images/I/7110YmaPxmL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,37999.0,42999.0,4.0,106
B0GSRJ52CQ,"OPPO K14x 5G Smartphone, Prism Violet, 4GB RAM, 64GB Storage, 6500mAh Battery, 45W Fast Charge",smartphone,15909,20000,INR,20.50%,4.3,15,4,False,False,False,False,https://www.amazon.in/dp/B0GSRJ52CQ,https://m.media-amazon.com/images/I/41ptvLwj9KL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,15909.0,20000.0,4.3,15
B07Z6JYPTW,"Mi Redmi 8 Ruby Red, 4GB RAM, 64GB Storage Smartphone",smartphone,,,,,3.9,224,1,False,False,False,False,https://www.amazon.in/dp/B07Z6JYPTW,https://m.media-amazon.com/images/I/716diFv1ZPL._AC_UY654_QL65_.jpg,Currently unavailable.,05-06-2026,,,3.9,224
B0GF2H24ZJ,"REDMI Note 15 Pro+ 5G (Coffee Mocha, 12GB + 512GB) | 200MasterPixel OIS Camera | Snapdragon 7s Gen 4 | CrystalRes AMOLED | IP69/69K | 6500mAh Si/C Battery | 100W HyperCharge",smartphone,44999,,INR,,4.2,262,1,False,False,False,False,https://www.amazon.in/dp/B0GF2H24ZJ,https://m.media-amazon.com/images/I/81pHku2Z4KL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,44999.0,,4.2,262
B0GTV6S8Q2,"vivo T5x 5G (Star Silver, 8GB RAM, 256GB Storage) | 50MP AI Dual Camera | 32MP Selfie | 6.76&quot; FHD+ Display | 7200mAh Battery | Dimensity 7400-Turbo Processor | Fast Charging | Dual SIM Smartphone",smartphone,26909,35999,INR,25.30%,4.3,73,9,False,False,False,False,https://www.amazon.in/dp/B0GTV6S8Q2,https://m.media-amazon.com/images/I/71ur3D4Wt3L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,26909.0,35999.0,4.3,73
B0DDYBQWLW,"Motorola G45 5G (Brilliant Green, 8GB RAM, 128GB Storage) | 6.5&quot; FHD+ Display | Snapdragon 6 Gen1 Processor | 50MP Camera | 16MP Front Camera | 5000mAh Battery | 33W Charging",smartphone,12269,,INR,,4.1,1853,1,False,False,False,False,https://www.amazon.in/dp/B0DDYBQWLW,https://m.media-amazon.com/images/I/51NuKHBLX2L._AC_UY654_QL65_.jpg,,05-06-2026,12269.0,,4.1,1853
B0GWDDKGNP,"Lava Bold N1 5G (Champagne Gold, 6GB RAM, 128GB Storage) |Bigger 6.75&quot; HD+ Notch Display | Octacore 5G Processor | 13 MP AI Camera |5000 mAh Battery| IP54 Rated Dust &amp; Water Splash Proof",smartphone,13499,16999,INR,20.60%,3.6,45,1,False,False,False,False,https://www.amazon.in/dp/B0GWDDKGNP,https://m.media-amazon.com/images/I/61-+r1ucUvL._AC_UY654_QL65_.jpg,"FREE delivery Mon, 8 Jun",05-06-2026,13499.0,16999.0,3.6,45
B0GP8XTH7K,"iQOO Z11x 5G (Prismatic Green, 8GB RAM, 256 GB Storage) | Dimensity 7400-Turbo Processor | 7200 mAh Battery | 4K Video Recording Front &amp; Back | IP68 &amp; IP69+ | Powered by OriginOS 6",smartphone,26999,33999,INR,20.60%,4.2,827,1,False,False,False,False,https://www.amazon.in/dp/B0GP8XTH7K,https://m.media-amazon.com/images/I/61gQd7MKREL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,26999.0,33999.0,4.2,827
B0FRNNP6F5,"POCO M7 Plus 5G, Carbon Black (6GB, 128GB)",smartphone,15499,16999,INR,8.80%,3.7,69,1,False,False,False,False,https://www.amazon.in/dp/B0FRNNP6F5,https://m.media-amazon.com/images/I/41ct9AkF+xL._AC_UY433_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,15499.0,16999.0,3.7,69
B0G5G7LNCV,"REDMI Note 15 5G (Glacier Blue, 8GB RAM 256GB Storage) | 108MP OIS Camera | Snapdragon 6 Gen 3 | 17.2cm Tough Curved AMOLED Screen | 5520mAh Battery | 45W Fast Charging",smartphone,28999,,INR,,4.2,831,1,False,False,False,False,https://www.amazon.in/dp/B0G5G7LNCV,https://m.media-amazon.com/images/I/81SxS-bDvVL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,28999.0,,4.2,831
B0GZWDFQPN,"POCO C81, Sky Blue (4GB, 64GB)",smartphone,11179,19999,INR,44.10%,,0,1,False,False,False,False,https://www.amazon.in/dp/B0GZWDFQPN,https://m.media-amazon.com/images/I/51yG-AYSuNL._AC_UY654_QL65_.jpg,,05-06-2026,11179.0,19999.0,,0
B0GL83ZTP8,"iQOO 15R (Dark Knight, 8GB RAM, 256GB Storage) | Snapdragon® 8 Gen 5 Processor | India’s Slimmest Smartphone in 7600mAh Battery* | Segment&#x27;s Most Stable 144FPS Gaming*",smartphone,46998,53990,INR,13.00%,4.4,954,1,False,False,False,False,https://www.amazon.in/dp/B0GL83ZTP8,https://m.media-amazon.com/images/I/616mnp2HZ7L._AC_UY654_QL65_.jpg,,05-06-2026,46998.0,53990.0,4.4,954
B0F46SJ5SB,"Motorola Edge 60 Fusion 5G Smartphone with 6.67&quot; 120Hz pOLED Display, 50MP OIS Camera, Android 14, Dimensity 7030 Processor, 68W Fast Charging (Pantone Amazonite, 8GB + 256GB Storage)",smartphone,21040,,INR,,4.3,1454,1,False,False,False,False,https://www.amazon.in/dp/B0F46SJ5SB,https://m.media-amazon.com/images/I/61NsPikkMBL._AC_UY654_QL65_.jpg,Only 1 left in stock.,05-06-2026,21040.0,,4.3,1454
B0FDB9H9Z7,"Samsung Galaxy M36 5G Mobile (Serene Green, 8GB RAM, 128GB Storage) | Google Gemini| Gorilla Glass Victus+ | 7.7mm | AI Enhanced 50MP OIS Triple Camera| Nightography| Lag-free Gaming | Without Charger",smartphone,23999,26999,INR,11.10%,4.0,513,1,False,False,False,False,https://www.amazon.in/dp/B0FDB9H9Z7,https://m.media-amazon.com/images/I/71UzHCLBm1L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,23999.0,26999.0,4.0,513
B0GVFVND7C,"REDMI A7 4G (Sky Blue, 3 GB RAM, 64GB Storage) | Large 17.48cm (6.88) Smooth 120Hz Display | 5200mAh 2-Day Battery | Royale Design | Charger in the Box",smartphone,11499,14999,INR,23.30%,3.2,11,2,False,False,False,False,https://www.amazon.in/dp/B0GVFVND7C,https://m.media-amazon.com/images/I/71yNMgLhheL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,11499.0,14999.0,3.2,11
B0F2HDWBNK,"iQOO Z10 5G (Glacier Silver, 12GB RAM, 256GB Storage) | India&#x27;s Biggest Ever 7300 mAh Battery | Snapdragon 7s Gen 3 Processor | Brightest Quad Curved AMOLED Display in the Segment",smartphone,28999,29999,INR,3.30%,4.4,5380,1,False,False,False,False,https://www.amazon.in/dp/B0F2HDWBNK,https://m.media-amazon.com/images/I/61ca566nQ0L._AC_UY654_QL65_.jpg,FREE delivery 11 - 14 Jun,05-06-2026,28999.0,29999.0,4.4,5380
B0CL7CMTXS,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6&quot; FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",laptop,42999,,INR,,4.0,349,1,False,False,False,False,https://www.amazon.in/dp/B0CL7CMTXS,https://m.media-amazon.com/images/I/61AccNkmFFL._AC_UY654_QL65_.jpg,"FREE delivery Mon, 8 Jun",05-06-2026,42999.0,,4.0,349
B0BQJ68HHC,"Dell 15 (Previously Inspiron) Laptop, 14th Gen Intel Core i3/Core 3 100U Processor, 8GB DDR4, 512 SSD, 15.6&quot; FHD 120Hz IPS 250 nit Display, Win 11 + Office H&amp;S 2024, Carbon Black, Thin &amp; Light 1.63Kg",laptop,44990,48692,INR,7.60%,4.1,1114,1,False,False,False,False,https://www.amazon.in/dp/B0BQJ68HHC,https://m.media-amazon.com/images/I/717WZ7WriwL._AC_UY654_QL65_.jpg,,05-06-2026,44990.0,48692.0,4.1,1114
B0F2TMZJ24,"Lenovo Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",laptop,18990,36502,INR,48.00%,3.9,179,1,False,False,False,False,https://www.amazon.in/dp/B0F2TMZJ24,https://m.media-amazon.com/images/I/61aQ9BYq89L._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Today 6 pm - 8 pm",05-06-2026,18990.0,36502.0,3.9,179
B0H1JV266J,𝗗𝗲𝗹𝗹Laptop Model 5420 | 𝗜𝗡𝗧𝗘𝗟i5 11th Gen Processor |8GB DDR4 RAM |256GB SSD |14&quot; FHD Display | Win10 | A+ Condition Laptop (Refab),laptop,35490,49999,INR,29.00%,5.0,1,1,False,False,False,False,https://www.amazon.in/dp/B0H1JV266J,https://m.media-amazon.com/images/I/51LHNjAjH9L._AC_UY654_QL65_.jpg,"FREE delivery Wed, 10 Jun",05-06-2026,35490.0,49999.0,5.0,1
B0FDWH5WTL,"Dell 15, Intel Core i3/Core 3 14th Gen-100U, 16GB DDR4, 512GB SSD, FHD IPS, 15.6&quot;/39.62cm, Windows 11, Microsoft Office Home 2024, Carbon Black, 1.63Kg, Thin &amp; Light, Laptop Model NO - Dell 15 DCU5250",laptop,47490,53074,INR,10.50%,3.7,46,1,False,False,False,False,https://www.amazon.in/dp/B0FDWH5WTL,https://m.media-amazon.com/images/I/71I4NoKj-oL._AC_UY654_QL65_.jpg,"FREE delivery Sun, 7 JunOr fastest delivery Tomorrow 8 am - 12 pm",05-06-2026,47490.0,53074.0,3.7,46
